id,qid1,qid2,sentence1,sentence2,is_duplicate
1140,2272,2273,Four Asian young people sitting in a den or living room.,A girl sitting in a living chair.,1
1141,2274,2275,Train going down the tracks.,Train gliding on tracks.,1
1142,2276,2277,A young woman dressed in black.,Two young kids dressed up sitting down on chairs.,0
1143,2278,2279,of people sitting at table with drinks.,four people sitting at a table.,1
1144,2280,2281,plane flying at a distance.,A woman with a white horse.,0
1145,2282,2283,A group of river barges with trees in the background.,A group of cows in a field with yellow tags in their ears.,0
1146,2284,2285,A living room with a dining table in the background.,A living room with large sofas and a dining table in the background.,0
1147,2286,2287,striped cat resting on blue sofa.,An orange tabby cat sleeping on the sofa.,0
1148,2288,2289,passenger train coming into a station.,A large bird is flying through the air.,0
1149,2290,2291,Two people paddling in a red canoe with trees in the background.,Two people padding in a yellow canoe down a river withtrees in the background.,1
1150,2292,2293,A black train moves down the tracks.,Black train idle on the tracks.,0
1151,2294,2295,A white jeep parked in front of a store.,A white Jeep parked on a street.,1
1152,2296,2297,Two women standing in front of tour bus.,Two men talking in front of a plane.,0
1153,2298,2299,man rides a large black motorbike.,A child sits in a large black leather chair.,0
1154,2300,2301,A bicycle is parked outside a bookstore.,People stand outside a bookstore.,0
1155,2302,2303,Plane in mid-flight at sunset.,A plane flying near the sunset.,1
1156,2304,2305,Two red buses parked up with gardens in front of them.,Red buses are parked by a large white building beside a formal garden.,1
1157,2306,2307,A yellow parrot clings to the side of its cage.,A yellow and orange bird hold on to the side of a cage.,0
1158,2308,2309,sailing in a small sailboat.,Two men sailing in a small sailboat.,1
1159,2310,2311,A silver and blue motorcycle sitting next to a car.,A motorcycle parked next to a car.,1
1160,2312,2313,double decker bus.,A red,0
1161,2314,2315,Feet standing on a pretty day with large building in background.,"Two police officers standing behind a van with a bus inthe background.""",0
1162,2316,2317,A small white dog chews on a twig while lying on a wooden deck.,"The white dog is laying on the wooden floor underneath thetable.""",0
1163,2318,2319,Man standing in front of silver train.,Man standing in front of a silver rail car.,0
1164,2320,2321,close-up of a sheep with its tongue hanging out.,Close up image of a sheep with it's tongue hanging out.,1
1165,2322,2323,A black and white horned cow standing in a field.,a black and white cow standing in the field.,1
1166,2324,2325,man riding a white horse in an arena.,A man riding a white horse.,1
1167,2326,2327,A train sitting on the tracks near a field.,A train traveling down the tracks.,0
1168,2328,2329,A women and small child sitting at a dinner table smiling at the camera.,"A small cat laying on a wooden beam looking up atthe camera.""",0
1169,2330,2331,A buddha statue sits on a table with a wooden table runner.,A bird standing on top of a wooden fencepost.,0
1170,2332,2333,red buses driving in front of a garden.,Train pulling into a station.,0
1171,2334,2335,Cows grazing in a snow covered field.,Five cows grazing in a snow covered field.,1
1172,2336,2337,A man riding a white horse.,A woman riding a brown horse.,0
1173,2338,2339,Man with blue shirt standing in front of a fountain.,A man in a blue shirt and tan pants is standing in front of a statueof a,0
1174,2340,2341,girl in riding gear sits atop a brown horse.,A girl in a red shirt is riding a brown horse.,1
1175,2342,2343,A clear plastic chair in front of a bookcase.,a clear plastic chair in front of book shelves.,1
1176,2344,2345,dog is wearing a gray jacket.,A dog laying in a pet jacket.,0
1177,2346,2347,sheep stands on a hillside.,A large sheep standing on a hill.,1
1178,2348,2349,A black and white cow standing in a grassy field.,a black and white cow standing in the field.,1
1179,2350,2351,woman in a black bikini top and jeans.,A woman in a black hat is standing by the subway.,0
1180,2352,2353,A girl riding a brown horse.,The jockey is wearing purple and riding a brown horse.,0
1181,2354,2355,Man standing in front of yellow corvette.,A man is standing next to a yellow sports car.,0
1182,2356,2357,man sitting on the grass looking toward the sky.,The man is standing on the sidewalk in front of the horse.,0
1183,2358,2359,A man poses in front of a large fountain with a statue on top.,Man with blue shirt standing in front of a fountain.,0
1184,2360,2361,A white cat standing on a carpet.,A sheep standing in a forest.,0
1185,2362,2363,flat screen TV on the floor.,A flat-screen TV sits on the floor.,1
1186,2364,2365,brown horses standing in grassy field.,Two men sailing in a small sailboat.,0
1187,2366,2367,Two sheep stand in a doorway.,Two rams stand on snowy ground.,0
1188,2368,2369,with several computer monitors.,A room with four computer monitors in a row.,1
1189,2370,2371,A line outside of a bookstore on a street.,The yellow motorcycle is parked on the street.,0
1190,2372,2373,A passenger jet sits on a runway.,A large passenger jet flying close to the ground.,0
1191,2374,2375,Old green bottle sitting on a table.,Three men in suits sitting at a table.,0
1192,2376,2377,white horses staring over a fence.,Two horses standing in a pen.,0
1193,2378,2379,black and white cows pause in front of the gate.,The white airplane is flying in the sky.,0
1194,2380,2381,black and white cow standing in a grassy field.,A black and white horned cow standing in a field.,1
1195,2382,2383,a black and white photo of a cat lying down.,A black and white image of a cat laying on a rug.,1
1196,2384,2385,A man and woman stand,A man and woman stand,1
1197,2386,2387,orange and white cat asleep on a leather chair.,A ginger cat sitting on an office chair.,0
1198,2388,2389,A white cat standing on a carpet.,A pretty white striped cat with his head hanging off the table.,0
1199,2390,2391,Grey and white domestic kitten lying down on a desk.,A man and his bicycle laying down on the green grass.,0
1200,2392,2393,woman posing in front of an apartment building in the snow.,White bus parked in grass in front of building.,0
1201,2394,2395,A young woman with a bracelet is wearing a bikini top and jeans.,A woman wearing jeans,0
1202,2396,2397,table and chairs are in a room with a picture on the wall and a ceiling fan.,A school bus driving down a road with greentrees and grass in the backgro,0
1203,2398,2399,A man sits crossed legged on a bed watching a small TV.,A man sits on a bed very close to a small television.,1
1204,2400,2401,The headlights on a blue car.,Close up of the headlights on a blue car.,0
1205,2402,2403,A passenger train coming into a station.,A passenger train sits in the station.,1
1206,2404,2405,airplane facing the camera.,A lone cow sits in the cold of the yard.,0
1207,2406,2407,A woman riding a brown horse.,A person dressed in white on a brown horse.,0
1208,2408,2409,a jockey riding a horse.,A jockey riding a horse in a pen.,1
1209,2410,2411,The two dogs blend in with the stuff animals.,Two dogs sit on a couch with many stuffed animals.,1
1210,2412,2413,train is running on the tracks.,A train is running down the track in a rural area.,1
1211,2414,2415,Someone standing on a snowy mountain,Someone standing on a snowy mountain,1
1212,2416,2417,A bird is flapping its wings in the water.,A large black bird is sitting in the water.,1
1213,2418,2419,A cruise liner docked at a port.,A cruise ship docked at a coast.,1
1214,2420,2421,red double decker bus on a crowded street.,A white bus partially in the snow on a public street.,1
1215,2422,2423,A woman pets a dog in a fenced area.,A woman pets a dog in a gated yard.,1
1216,2424,2425,A black and white cat playing with a blanket.,A black and white cat gets into a basket of yarn.,0
1217,2426,2427,A man on a mountain bike going down an incline.,This is a man riding a mountain bike over rocks on a clear day.,0
1218,2428,2429,A cat reclines on an office chair.,A ginger cat sitting on an office chair.,1
1219,2430,2431,A group of horses grazing in a field.,A brown horse grazing in a field of green grass.,1
1220,2432,2433,group of people having a drink.,A row of locomotives on a siding in a field.,0
1221,2434,2435,dogs in a fenced kennel look ahead.,Two woman pose in a dining room with a baby.,0
1222,2436,2437,Three sheep on a dirt road viewed from a passenger vehicle.,Three sheep in middle of gravel road.,0
1223,2438,2439,yellow and blue airplane is flying in the sky.,Nine red and white aircraft flying in formation trailing smoke.,0
1224,2440,2441,train sits at the train station.,The blue train is at the station.,1
1225,2442,2443,train sitting on the tracks near a field.,A baby is sitting in the grass.,0
1226,2444,2445,Red double decker bus taking on passengers.,A red double decker bus is picking up more passengers in a city.,1
1227,2446,2447,guys sit on a couch holding beers with a girl lying on their laps.,Two women watching the street with their bikes to see whenthey may cross.,0
1228,2448,2449,Two women in the kitchen looking at a object.,Two women in kitchen with one taking a picture.,0
1229,2450,2451,A race horse galloping without a rider.,A horse galloping while wearing the number 4.,0
1230,2452,2453,A steam engine and train moving toward the camera.,A large bird of prey flying towards the camera.,0
1231,2454,2455,A black and white photo of a glass bottle of Coca Cola.,This is a black and white picture of a short squat Coca-cola bottle.,0
1232,2456,2457,A small bird perched on an icy branch.,A yellow bird perched on a branch.,1
1233,2458,2459,Boy with glasses typing on a computer.,A boy looking at a computer screen.,0
1234,2460,2461,A red truck spins their tires while a black one leaves the frame.,Red truck spinning tires and emitting smoke from behind.,1
1235,2462,2463,A living room with table,A living room with table,1
1236,2464,2465,A smiling woman holding a small baby.,a woman sitting on a sofa holding a baby.,1
1237,2466,2467,Esso gas station with trees in the background.,Two police officers standing behind a van with a bus in the background.,0
1238,2468,2469,Four blue and yellow planes flying over four boats.,Four blue and yellow planes in flight.,1
1239,2470,2471,horse standing near a gate with another horse in the background.,A group of river barges with trees in the background.,0
1240,2472,2473,Three bottles are on a table.,Old green bottle sitting on a table.,0
1241,2474,2475,A steam engine comes down a train track near trees.,A train is at a train station.,0
1242,2476,2477,A train is at a train station.,A train parked at a train station.,1
1243,2478,2479,a woman sitting on a sofa holding a baby.,Bird sitting on a log in a lake.,0
1244,2480,2481,Two birds flying towards water feeder.,Two birds flying near bird feeders.,1
1245,2482,2483,Two cows standing in a large field.,Horse standing in a field.,0
1246,2484,2485,group of sheep grazing on a hill.,A group of sheep are on a hill.,1
1247,2486,2487,man stands in front of a train.,A man is standing in front of a raised statue,0
1248,2488,2489,Two women are posing for the camera and giving the thumbs up sign.,Two smiling young women giving the thumbs up sign.,1
1249,2490,2491,A women holds a small baby while sitting on a sofa.,a woman sitting on a sofa holding a baby.,1
1250,2492,2493,double decker red United bus on a city street.,A doubly decker red bus driving down the road.,1
1251,2494,2495,women sitting on brown couch.,Two women standing outside of a bus.,0
1252,2496,2497,A grey cat with green eyes looking into the camera.,A grey,0
1253,2498,2499,bird is sitting on the branch.,The sheep is standing under the trees.,0
1254,2500,2501,Group of people sitting at table of restaurant.,Two people sitting at a table at a restaurant.,1
1255,2502,2503,A black and white cow stands on grass against a partly cloudy blue sky.,Two black and white cows behind a metal gate against apartly cloudy blue,0
1256,2504,2505,A guy on a white horse.,A man riding a white horse in an arena.,1
1257,2506,2507,Two dairy cows drinking from a pond.,Two cows are drinking from a pond.,1
1258,2508,2509,There are several sheared sheep in a pen.,Three white sheep in an enclosure.,0
1259,2510,2511,black dog is lying in the grass.,A black dog lies on the grass.,1
1260,2512,2513,Two young people are sitting at a table next to a sliding glass door,Two young people are sitting at a table next to a sliding glass door,1
1261,2514,2515,A man and a woman holding hands walking along the beach.,"A man with a beard and a skullcap and a boy walk along the ocean'sshore.""",1
1262,2516,2517,Ten sheep looking at the camera.,A cat on its back looking at the camera.,0
1263,2518,2519,A black and white dog looking at the camera.,A small black and white goat in a pen looking up at the camera.,1
1264,2520,2521,black table with white fuzzy chair.,A woman with her child.,0
1265,2522,2523,Red double decker bus taking on passengers.,A red double decker bus driving down a street.,0
1266,2524,2525,Sail boat sailing on the water.,Sailboat sailing on a cloudy day.,0
1267,2526,2527,A blue bird perches on the gloved hand of a person.,A bird is perched on a person's gloved hand.,1
1268,2528,2529,A girl riding on a brown and white horse.,A girl riding a brown horse.,1
1269,2530,2531,mostly black train on a track.,A car parked in front of train tracks.,0
1270,2532,2533,young boy coloring with a red and blue crayon.,A young blonde girl in riding gear sits on top of a gray and white horse.,0
1271,2534,2535,A group of people in a living room.,A group of four people walking past a giant mushroom.,0
1272,2536,2537,mallard and a tame white duck on the grass near water.,A small child in a pink dress sits on a table.,0
1273,2538,2539,cat is sitting between two bicycles in front of a door.,Than horse standing in a field in front of a fence.,0
1274,2540,2541,girl with a red bag standing on the street.,A black dog is staring at a sheep.,0
1275,2542,2543,A horse rider is riding a white horse.,A woman leading a white horse.,0
1276,2544,2545,A long train is on train tracks.,A train on the train tracks.,1
1277,2546,2547,black and tan dog looks at a black sheep.,A black dog looking at a brown sheep in a pen.,1
1278,2548,2549,A room with several computers and pictures on the wall.,"A home office with three computer monitors and other equipment on adesk.""",1
1279,2550,2551,black and white photo of a cow walking under a tree in a field.,A black and white dog looking at the camera.,0
1280,2552,2553,A silver AreoMexico Jet Liner sitting on the tarmac.,An aeromexico silver plane is on a runway.,0
1281,2554,2555,a man on a dirt bike jumping very high.,A man on a motorbike jumping with the sky behind him.,1
1282,2556,2557,Two people sailing a small white sail boat.,Couple sailing in a small sailboat.,1
1283,2558,2559,A white airplane is parked on the cement.,A blue motorcycle is parked on the sidewalk.,0
1284,2560,2561,Three cows grazing in a field.,Several sheep grazing in the field.,1
1285,2562,2563,The man is sitting at a messy table and using a laptop.,A man sits looking at a laptop computer on a messy table.,1
1286,2564,2565,dining table with candles,dining table with candles,1
1287,2566,2567,Two people paddling a red canoe are reflected in the still water.,Two people in a red canoe on a clear lake.,1
1288,2568,2569,A scantily clad woman is standing next to a car.,A scantily clad woman standing next to a small red vehicle.,1
1289,2570,2571,Red double decker bus taking on passengers.,Red double decker bus with hood up.,1
1290,2572,2573,buddha statue holding a candle is sitting on a table.,A man fishing on a small boat while on a lake.,0
1291,2574,2575,people sitting at dinner table smiling at camera.,Two elderly women sit at a dinner table with a man.,0
1292,2576,2577,A multi-colored train on a track.,A mostly black train on a track.,0
1293,2578,2579,A white and red bus traveling on the street.,The red bus is on the street.,0
1294,2580,2581,A red and blue plane flying with its landing gears down.,A WWII fighter plane with its landing gear down.,1
1295,2582,2583,boat going down a creek.,a boat moving in a river.,1
1296,2584,2585,women and two men sit at a long table in a restaurant.,A group of people sit at a table in an Italian restaurant.,1
1297,2586,2587,goats standing in a field by a tree.,A large boat pulling a small white boat.,0
1298,2588,2589,black and white photo of a living room with a large window,black and white photo of a living room with a large window,1
1299,2590,2591,Close up of a brown horse with a blue halter.,A close up of a horse wearing a blue halter.,1
1300,2592,2593,A large black bird is sitting in the water.,The birds are swimming in the water.,0
1301,2594,2595,A close-up of a cat on a cream sofa.,A siamese cat resting on a white sofa.,1
1302,2596,2597,A person is jumping a bicycle and performing a trick.,A person riding a dirt bike in the outdoors.,1
1303,2598,2599,yellow school bus is parked in a rural area.,A yellow school bus parked in a field.,1
1304,2600,2601,A pug dog wits on a yellow chair next to a green dumpster.,"A bulldog sitting on a yellow chair beside a large wastereceptacle.""",0
1305,2602,2603,woman is sitting on the red motorcycle.,The white sheep is standing on the green hill.,0
1306,2604,2605,A sheep standing on a table at auction.,Woolly sheep at auction house.,0
1307,2606,2607,close-up of a black train engine.,Close up of a white sheep with a black head.,0
1308,2608,2609,orange and white cat asleep on a leather chair.,A orange and white cat laying on a blanket in a black leather chair.,1
1309,2610,2611,train rides on his tracks.,The train comes down the track,1
1310,2612,2613,Black and white cow standing in grassy field.,A black and white horned cow standing in a field.,1
1311,2614,2615,double decker red United bus on a city street.,A double decker bus drives on a city street.,1
1312,2616,2617,The television and desk of hotel room with lamp lighting.,A television and a laptop computer are on in a hotel room.,1
1313,2618,2619,A man riding a small bicycle.,A man is doing a wheelie on a bike.,0
1314,2620,2621,A woman wearing a navy dress is cutting a cake on a white table.,"A person wearing a helmet sits on a bicycle on a sunnyday.""",0
1315,2622,2623,black train moves down the tracks.,A train traveling down the tracks.,1
1316,2624,2625,close-up picture of a white and purple motorcycle.,A close-up picture of a desk with a computer and papers on it.,1
1317,2626,2627,A young girl riding a brown horse.,A woman in riding a brown horse.,1
1318,2628,2629,women in the kitchen looking at a object.,Three men in suits sitting at a table.,0
1319,2630,2631,Two women posing with a baby.,A woman poses with a baby.,0
1320,2632,2633,A group of people sitting around a table containing food.,Four people are sitting around a living room with.snacks.,1
1321,2634,2635,blue motorcycle is parked on the sidewalk.,A blue moped parked on the sidewalk.,0
1322,2636,2637,A red double decker bus on a city street.,A red double decker bus driving down a street.,1
1323,2638,2639,Two trains inside a train station.,The train sits at the train station.,1
1324,2640,2641,A man riding a white horse.,A woman with a white horse.,0
1325,2642,2643,A man and two women smiling at the camera while sitting on a blue sofa.,"A man and women smiling at the camera while standingin a kitchen.""",0
1326,2644,2645,A large cruise ship in harbor with trees behind.,A cruise ship docked at a coast.,0
1327,2646,2647,Two cows crossing a road intersection.,Two cows cross a paved street.,1
1328,2648,2649,cows grazing on the median by the road.,Five cows grazing on a patch of grass between two roadways.,0
1329,2650,2651,A black cow and a brown cow stands in a plain in front of an uprooted tree.,A black cow and a brown cow standing in front of asmall copse of trees in,1
1330,2652,2653,Red double decker bus driving down street.,A double decker bus on a city street.,1
1331,2654,2655,Tan cow with ear tags on a grassy field.,Person in grassy field tending to sheep.,0
1332,2656,1215,A close up of the front end of a purple and white motor cycle.,Close up of the rear of a red sports car.,0
1333,2657,2658,Two women shopping at a clothing store.,Two women in a clothing store.,1
1334,2659,2660,A group of people sitting at a restaurant table.,Group of people sitting at table of restaurant.,1
1335,2661,2662,close-up of a brown horse's head.,A close-up of a yellow school bus.,0
1336,2663,2664,person in a red cap standing next to a brick support beam.,A brown horse is standing on grass and scrub.,0
1337,2665,2666,A bay foal is walking next to its mother in a grassy field.,Close-up of young horse walking next to a larger horse.,0
1338,2667,2668,A women standing next to a brown cow.,A women in glasses stands next to a cow in a field.,1
1339,2669,2670,A dog peaks out the back of a truck.,A dog is peeking out of the back of a van.,1
1340,2671,2672,Woman in blue shift dress cutting into food.,A woman in a blue dress cuts a cake.,1
1341,2673,2674,The black and white cat is looking up at the camera.,A grey,0
1342,2675,2676,Two brunette girls sit atop a red an yellow motorcycle with a side car.,A couple posing on a red and yellow motorcycle.,0
1343,2677,2678,A small white cat standing in a sink.,Grey and white cat sitting in bathroom sink.,0
1344,2679,2680,A man on the back seat of a red tandem bicycle.,A man is alone on the back of a tandem bicycle.,1
1345,2681,2682,computer on a desk.,A computer operating on a desk.,1
1346,2683,2684,A small child smiling at the camera.,A small child sits on a cement wall near white flower.,0
1347,2685,2686,A little bird floating in the water.,A duck floating in the water.,1
1348,2687,2688,A white bus with the word Julia is near water and a big ship.,A white bus with water and a barge in the background.,0
1349,2689,2690,Old blue and white train on tracks.,A blue train in a mountainous area.,0
1350,2691,2692,boat on a beach.,A yellow boat on shore.,1
1351,2693,2694,A kitchendiner with papers laying on the blue clothed dining table.,"A small kitchen and a cluttered table with a blue tablecloth.""",1
1352,2695,2696,Train in a station.,Trains inside an indoor station.,1
1353,2697,2698,gray cat is sitting on the window ledge looking at the camera.,The cat is standing on the window sill looking at the camera.,0
1354,2699,2700,playing guitar while sitting down.,Red and white bus driving down road.,0
1355,2701,2702,Red double decker bus driving down a street.,A double decker bus on a city street.,1
1356,2703,2704,Three cows are grazing in a grassy field.,Three cows grazing in a field.,1
1357,2705,2706,The brown train is sitting on the railroad tracks.,The white train is sitting on the tracks.,0
1358,2707,2708,A black and white horned cow standing in a field.,A black and white photo of a cat sitting on a sofa.,0
1359,2709,2710,A tiny blonde child in a blue dress sits on a table near her mother.,"A young blonde girl wearing a helmet sits with a redbicycle behind her.""",1
1360,2711,2712,A group of people sitting at a restaurant table.,A group of people sitting around a table on a porch.,1
1361,2713,2714,A black and white cow in a pen with hay.,A black and white cat lies in the dirt.,0
1362,2715,2716,A red,A red,1
1363,2717,2718,A close-up view of a horse's head.,A side view of a horse's head.,1
1364,2719,2720,An old fashioned wooden sailing ship in the ocean.,A wooden yacht on the ocean.,1
1365,2721,2722,A sheep standing in a mountainous area.,A large sheep standing on a hill.,1
1366,2723,2724,A white plane on the runway.,A white airplane is on a runway.,1
1367,2725,2726,A tan puppy being petted.,A tan puppy being held and petted.,1
1368,2727,2728,Elegant dining room with wood furniture.,An elegant pink dining room with wooden furniture.,1
1369,2729,2730,women laying across two men sitting on a sofa.,Two men in shorts are sitting on a sofa.,0
1370,2731,2732,two motorbikes on a dirt track.,Two dirt bikers riding over dirt hill.,1
1371,2733,2734,The black and white cat is looking up at the camera.,A black and white dog looking at the camera.,1
1372,2735,2736,gray cat with green eyes looks at the camera.,A grey cat with green eyes looking into the camera.,1
1373,2737,2738,Two lambs stand on a grassy hill.,Two dirt bikers riding over dirt hill.,1
1374,2739,1071,man in white with a wine bottle and a woman in a red turtleneck with a white vest.,"A man and woman posing on a field with abottle of wine.""",0
1375,2740,2741,A lone cow sits in the cold of the yard.,a black and white cow standing in the field.,0
1376,2742,2743,A double decker bus drives on a city street.,A red double decker bus driving down a street.,1
1377,2744,2745,Large black and white cat resting on a windowsill.,A small white cat sitting in a sink.,0
1378,2746,2747,Boy feeding a sheep.,A boy feeding a sheep hay.,1
1379,2748,2749,girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.,A girl wearing black shorts and boots isstanding next to a blue motorcycl,0
1380,2750,2751,a close up of a small cactus in a pot.,a close up of a woman holding a white puppy.,0
1381,2752,2753,white sheep is standing on the green hill.,A sheep stands on a hillside.,1
1382,2754,2755,black and white bird on a body of water with grass in the background.,"A bus is on a road with a ferris wheel in thebackground.""",1
1383,2756,2757,wooden bicycle with an awning.,A group of elderly people sitting around a dining table.,0
1384,2758,2759,A black and white photo of a dilapidated wooden fence.,A black and white photo of an old wooden fence near a dirty street.,1
1385,2760,2761,Two brown horses standing in a green meadow.,A brown horse stands in tall grass.,1
1386,2762,2763,Two men wearing bike helmets.,Two men stand with their bicycles outside a shop.,0
1387,2764,2765,A man playing a video game in a store.,Man playing game in a store.,1
1388,2766,2767,A group of people sitting around a table on a porch.,A group of people sitting around a table with food on it.,0
1389,2768,2769,young girl wearing a bike helmet with a bicycle in the background.,"A women holds a small dog on a leash with chairs in thebackground.""",0
1390,2770,2771,back of a stop sign with many stickers on it.,The back of the stop sign is adorned with stickers.,1
1391,2772,2773,bicycle is parked outside a bookstore.,A green bike parked outside a book store.,0
1392,2774,2775,a brown double decker tour bus on a street with a ferris wheel behind it.,"A double-decker bus driving in front of a ferriswheel.""",1
1393,2776,2777,A black and white chair sitting in front of a  brick wall and  a window with bamboo plant in a vase.,A black headed sheepcovered in thick white wool stands in a pasture with,0
1394,2778,2779,A man in a black uniform on a white horse.,A man in a tux on a white horse.,0
1395,2780,2781,women stand in a living room with a black dog.,Two women standing in a living room with a black dog looking towards thec,0
1396,2782,2783,Two people paddling a red canoe are reflected in the still water.,"Two people paddling in a red canoe with trees in thebackground.""",0
1397,2784,2785,close-up view of the headlights of a blue old-fashioned car.,Close up of the headlights on a blue car.,0
1398,2786,2787,Cars driving near a model building.,Vehicles driving infant of an ornate building.,1
1399,2788,2789,A blue and orange airplane flying with its landing gear down.,A red and blue plane flying with its landing gears down.,0
1400,2790,2791,black and white cat lying on a blanket.,A black and white cat sleeps on a purple blanket.,1
1401,2792,2793,A building with a temporary sign over the entrance to its parking lot.,Road with the rear image of the tail lights of a bus.,0
1402,2794,2795,A group of people sitting around a table containing food.,A group of people sitting around a table on a porch.,1
1403,2796,2797,A man and women sitting on a sofa holding a small baby.,a woman sitting on a sofa holding a baby.,0
1404,2798,2799,black and white cat lying on a blanket.,A black and white cat sleeping on its side on a purple blanket.,1
1405,2800,2801,A black and white photo of a love seat.,A black and white photo of a bicycle.,0
1406,2802,2803,A living room with a dining table in the background.,View of a living room with a dining room in the background.,1
1407,2804,2805,A red and gray train is going through a tunnel.,A red and gray train travels through a tunnel amongst the trees.,1
1408,2806,2807,Red double decker bus with hood open.,An old Red London double decker bus with its hood raised.,1
1409,2808,2809,A man riding a white horse.,A woman leading a white horse.,0
1410,2810,2811,View of a living room with a dining room in the background.,"A living room with large sofas and a dining table in thebackground.""",1
1411,2812,2813,An orange kitten lay on a leather couch.,Young couple sitting on a black couch.,0
1412,2814,2815,person wearing a bike helmet talks on a cell phone.,A person wearing a helmet rides a bike near a white structure.,0
1413,2816,2817,A subway train pulling into the station.,A white train pulling into a station.,1
1414,2818,2819,A bicycle is parked by a shop.,A green bike parked outside a book store.,1
1415,2820,2821,men standing on beach.,Two women standing in front of tour bus.,0
1416,2822,2823,Long-haired black dog standing in grassy field.,A blue jay standing in a grassy field.,0
1417,2824,2825,A small desk with chair near a laundry closet.,A room with tan walls and a washer and dryer.,0
1418,2826,2827,Red double decker bus driving through the streets.,Red double decker bus driving down a street.,1
1419,2828,2829,goose flapping its wings in a body of water.,A black swan flapping its wings on the water.,0
1420,2830,2831,Boy laying on couch with dog.,The boy is lying on a couch with a puppy.,1
1421,2832,2833,black and white image of a cat laying on a rug.,Black and white picture of a cat laying on a rug.,1
1422,2834,2835,A large jet on the ground at the airport.,A large airplane parked at the airport at night.,1
1423,2836,2837,women are sitting in a cafe.,Two men catching a fish in a swamp.,0
1424,2838,2839,bottles of Harp lager lined up on the floor.,Eight bottles of Harp beer lined up on a wooden floor.,1
1425,2840,2841,A small child smiling at the camera.,A cat looking at the camera.,0
1426,2842,1528,A woman riding a brown horse.,Person dressed in blue riding brown horse.,0
1427,2843,2844,photo of a television screen showing a movie.,The wall-mounted flat-screen TV is showing a movie.,0
1428,2845,2846,A bird perched on a flowerpot.,Bird perched on a flowerpot beside a stucco wall.,1
1429,1373,2847,White cat sitting inside of a sink.,Grey and white cat sitting in bathroom sink.,0
1430,2848,2849,Young woman in riding gear on top of horse.,Young girl in riding gear on a horse.,1
1431,2850,2851,Two people are sailing a small boat.,Two women in a sailboat.,1
1432,2852,2853,small bird on a tiny branch.,A small bird perched on an icy branch.,1
1433,2854,2855,Two animals sitting on a rock.,Two eagles sitting on a long branch.,0
1434,2856,2857,Two cats sit on the back of a couch looking out the window.,Two cats are sitting on the back of a couch and looking out thewindow in,1
1435,2858,2859,Two young women shear a sheep.,Two women sheering a sheep.,1
1436,2860,2861,The young rider takes a ride on the brown horse.,A young female rider on a brown horse.,1
1437,2862,2863,people are seated at a restaurant table and looking into the camera.,A group of people sitting at a restaurant table.,1
1438,2864,2865,Little white lamb with nose to wood.,A white lamb with its nose against a wooden box.,1
1439,2866,2867,A young girl riding a white and grey horse.,a little girl is riding a white and grey horse.,1
1440,2868,2869,A black dog stands next to materials at a construction site.,A black dog standing in a room being constructed.,1
1441,2870,2871,A bird is flapping its wings in the water.,A black swan flapping its wings on the water.,1
1442,2872,2873,A black and white cat lying on a blanket.,A black and white cat laying on a cat bed.,1
1443,2874,2875,Young woman in riding gear on top of horse.,The woman is riding on the brown horse.,1
1444,2876,2877,A plane being readied for take-off.,A small turboprop plane being loaded on the tarmac.,0
1445,2878,2879,white leather couch with a purse and throw blanket on it.,A television with a show on.,0
1446,2880,2881,A kitchen with wooden cabinets and furniture.,Kitchen with wooden table and cabinets.,1
1447,2882,2883,The cat is attacking a corn husk broom.,Grey and white cat sitting in bathroom sink.,0
1448,2884,2885,A couple holds a baby.,Couple with newborn baby.,1
1449,2886,2887,A small bird eating from the feeder.,Bird eating from a bird feeder.,1
1450,2888,2889,up of a white sheep with a black head.,A close-up of a sheep with a black head.,1
1451,2890,2891,young boy laying on a sofa with a dog.,A small boy laying on a sofa with a dog.,1
1452,2892,2893,A red bird is perched in a tree.,A small red and grey bird perched in a tree.,1
1453,2894,2895,Two buses parked on a street.,Yellow scooter parked in an alley way.,0
1454,2896,2897,black and white dog looking at the camera.,A grey,0
1455,2898,2899,A train is on the railroad tracks.,A train on the train tracks.,1
1456,2900,2901,silver locomotive engine in a shed.,A close-up of a silver train engine with a red stripe.,1
1457,2902,2903,A women sitting at a table drinking with a basketball picture in the background.,"A woman in a sari drinks something whilesitting at a table.""",0
1458,2904,2905,green steam engine traveling on the railroad tracks.,A black steam train traveling on the railroad tracks.,1
1459,2906,2907,small red car on top of a semi truck.,Red sports car on top of white semi truck.,1
1460,2908,2909,The man poses for a photo in front of the train.,A man stands on a platform in front of a silver train.,1
1461,2910,2911,A bicyclist in black on a black and red racing bike.,A cyclist in black and white lira speeding past spectators.,1
1462,2912,2913,A kitchen sink and countertop with bowls on shelves.,A small kitchen with items stacked on the shelves and on the counter.,1
1463,2914,2915,A television in a messy room with several bookcases.,A room with a television,1
1464,2916,2917,A black and white cat sleeping on its side on a purple blanket.,A black and white cat laying on the ground in the sun.,0
1465,2918,2919,A woman riding a bicycle on a large concrete area.,A women riding a mountain bike on a large concrete area.,1
1466,2920,2921,Two cows standing in a large field.,The cow is grazing in a field.,1
1467,2446,2922,A bald man touches the nose of a black horse on the other side of a fence.,A bald man with a beard pets the nose of a blackand white horse at the fe,0
1468,2923,2924,man is standing next to a yellow sports car.,A man stands next to a yellow Corvette.,1
